distance_km,cargo_weight_kg,avg_speed_kmph,traffic_level,wind_speed_kmph,rain_intensity,fuel_type,emission_kg
199.779257046734,1932.8159955023345,48.31939786151342,3,12.526447033123901,7.930630283706559,petrol,1.070370498830094
476.3428670767598,5464.819379045745,47.28851593503999,1,5.569414578551046,9.812415974554622,diesel,6.976382319271052
371.35709206947445,8742.163775176443,93.43782063647257,1,17.059639906611828,9.324889235898018,petrol,7.499333036452079
307.35607241457757,7349.026375454656,47.46823398946543,3,18.567670112726148,9.338659428462488,petrol,6.261304571207204
94.88894741236953,8084.955363828352,49.03648082900417,2,19.92796587358111,4.022237348471124,diesel,2.2616257220228086
94.87736976137727,6621.955330436102,83.15787836925746,3,15.920148048545666,4.68789880506791,petrol,1.7415747086774909
47.88013384073574,6953.537988726739,61.481788971537796,3,15.07468140856009,7.056353963689816,petrol,0.922899505559382
435.7645499719689,8507.03695049666,84.36973898686269,2,4.310015177351021,9.221919280512843,petrol,9.419652491081672
308.5352056367402,2571.7132877059407,34.575631029506965,3,6.720141179802175,1.4199425935208465,petrol,2.1994824521053404
359.87483734210184,4945.307140067091,64.12998355713691,3,9.313650835245591,3.0424186382719576,diesel,5.723488194085028
29.880557261985174,2289.973474014062,32.35295201282978,3,15.467620955644994,1.3924684459410952,petrol,0.1896759947138483
485.5567290377573,9877.913279166805,34.38572424187482,2,18.299317301559373,6.120085299594553,petrol,12.18736593160074
419.57246758420246,9446.187462897471,93.45062173410876,1,3.7827820004596924,3.0630099688753756,petrol,9.15536202289366
121.92277312557255,490.32543254820837,39.74717597823166,1,18.447349693402057,3.2610785251257344,diesel,0.16021532174033282
107.27598425940829,7085.194207905316,67.2694477592652,2,13.91249304708116,0.7091595948797924,petrol,1.9313408742804599
108.03416472964824,9259.958342415091,58.77669218204946,1,12.215414613700773,3.4979606180759193,diesel,2.681050198077129
166.03627662057812,1887.695916760602,54.31403283811899,3,3.9968254256387903,8.624965074015854,petrol,0.8688168759107351
271.8830871834742,5722.657782471032,92.98833419810907,1,1.110500656183011,2.3307281189083495,petrol,3.5941148276712727
227.33360894821556,9163.334146121615,31.527637774284266,3,11.369297970158797,6.951874662100657,petrol,5.774446953021262
159.78998729506012,436.0651879994085,76.46527803229124,1,13.030313666577849,6.2962834493859265,diesel,0.18673932027865256
313.68938946674217,7004.460645743715,97.43761039494854,2,4.215628987093765,8.634846083691153,diesel,6.477419251379133
86.95705311298008,3043.7551729882525,69.21177284232894,1,11.129124116509129,1.3228794765103824,diesel,0.7093316270443988
160.22943129690472,9251.522334227651,95.57757234231643,1,17.12986805525147,9.775899603450432,diesel,3.9727413148136765
195.853684780972,9713.47662713714,33.65805155002166,1,16.7013189091004,5.826286460403656,diesel,5.0984861077492
238.91359242417724,9448.238242222997,59.31553233519129,2,18.547103611725944,9.954741523468144,diesel,6.654557369479463
396.8844614686465,4794.720744908891,48.21104536734358,1,7.317716191137609,9.115147258658508,petrol,4.395814871299497
115.84341543601268,8634.222244794202,81.15746754865108,2,6.360991451018374,2.215172721131058,diesel,2.948642058099201
266.8325304385336,8461.039045497197,98.69079633480726,3,14.988520119616172,0.561620099033131,petrol,6.258290231375725
304.3589930537804,3259.094685108231,47.957104371097344,1,8.6222481019401,2.5563909379536156,diesel,2.658385201358936
42.296198105598904,8306.263194091705,75.79222210318521,2,1.7509732805556122,5.2756364899941985,diesel,1.0357012463377662
311.6215289126904,466.37558368337693,43.86683429318181,2,5.656022613409995,1.7159636706519,diesel,0.4284407183382689
101.85157936989994,6003.0717969723255,69.5731178200127,1,8.371645710629782,1.674597445179885,petrol,1.4123856136987551
51.22476463293417,2377.0874891482604,62.47527406818353,3,5.85032850952504,4.625935471051531,diesel,0.39159864281353496
475.46505788159993,1293.6121691950602,98.0403730742076,2,6.644111418946432,0.33267971169358423,diesel,1.8132186506930752
483.5033758757885,861.8366961291706,72.59690908875265,1,5.875518123487815,1.2188808253227046,petrol,0.9625791991941282
408.03072709590134,6993.258881193584,54.46544604607732,3,0.8299833436615889,4.158613394079476,petrol,7.909803610807433
